COMMITTER,AVG_DURATION,AVG_LINES_ADDED,AVG_LINES_REMOVED,COUNT_REFACTS,COUNT_SOLVED,FILES_CHANGED,FIXED_ISSUES,INDUCED_ISSUES,COMMIT_HASH,PROJECT_ID
Kenney Westerhof,0.0,3.0,1.25,0.0,0.0,1.5,0.0,0.0,2,1
"Kevin Joseph Menard, Jr",0.0,12.355555555555556,0.26666666666666666,0.0,0.0,7.0,0.0,0.0,2,1
Kevin Wilfong,0.0,17.644133306278874,3.0196599718916053,0.0,0.0,11.464285714285714,0.0,0.0,84,1
Konstantin Piroumian,0.0,7.729166666666666,3.444444444444444,0.125,0.0,3.0,0.0,0.0,8,1
Kristian Rosenvold,0.0,10.052796659008877,3.4437209457569615,0.6447368421052632,0.0,3.6447368421052633,0.0,0.05263157894736842,76,1
Kristopher J. Nuttycombe,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,2,2
Lars Trieloff,0.0,15.792791005291008,2.1230158730158726,0.16666666666666666,0.0,3.5,0.0,0.0,18,1
Leandro Nunes,0.0,0.3333333333333333,5.0,0.0,0.0,3.0,0.0,0.0,1,1
Leo Sutic,0.0,11.0,10.0,0.0,0.0,1.0,0.0,0.0,1,1
Leszek Gawron,0.0,7.6371832839517175,4.283142373208732,0.18181818181818182,0.0,3.6985645933014353,0.0,0.0,209,1
Luc Maisonobe,0.0,40.07440476190476,12.492424242424242,0.0,0.0,6.25,0.0,0.0,4,1
Luca Morandini,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
Luis Bernardo,0.0,6.93850038052833,2.624290024130749,14.666666666666666,0.0,45.05555555555556,0.0,0.0,18,1
Lukasz Lenart,0.0,9.568740399385561,2.9,0.0,0.0,20.0,0.0,0.0,12,1
Mahadev Konar,0.0,11.415204758237556,3.1143085615723956,0.9325513196480938,0.0,6.067448680351906,0.0,0.0,341,1
Manuel L. Santillan,0.0,23.774673202614377,4.159803921568628,0.0,0.0,7.764705882352941,0.0,0.0,17,1
Marc Giger,0.0,12.618166864552236,4.854890851176952,0.8765432098765432,0.0,9.641975308641975,0.0,0.0,81,1
Marc Slemko,0.0,18.322810510513115,5.268167523287266,0.0,0.0,5.078431372549019,0.0,0.0,51,1
Marcel Offermans,0.0,12.08289803725354,4.674638402764325,0.41570438799076215,0.0,3.274826789838337,0.0,0.0,433,1
Marcus Crafter,0.0,1.9821428571428572,1.8035714285714286,0.0,0.0,2.0,0.0,0.0,7,1
Maria Odea B. Ching,0.0,16.5475,3.5936904761904764,0.0,0.0,3.0,0.0,0.0,20,1
Mario Ivankovits,0.0,12.806841227201277,3.9338244437076337,0.5745192307692307,0.0,5.721153846153846,0.0,0.0,416,2
Mark Butler,0.0,5.636904761904763,1.0119047619047619,0.0,0.0,4.875,0.0,0.0,8,1
Mark Emlyn David Thomas,0.0,7.7462865374580145,3.89697254499886,0.0,0.0,18.842105263157894,0.0,0.0,19,2
Mark R. Diggory,0.0,16.670454545454547,2.8068181818181817,0.0,0.0,1.0,0.0,0.0,88,16
Mark Slee,0.0,11.662287051210551,3.8376717641987375,0.002717391304347826,0.0,4.173913043478261,0.0,0.0,368,1
Mark Thomas,0.0,7.411517959001081,4.705835175278625,0.2593984962406015,0.0,3.0902255639097747,0.0,0.0,532,5
Marko Vasic,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1
Markus Dahm,0.0,9.276373406426961,2.6961230120090884,0.07692307692307693,0.0,4.576923076923077,0.0,0.0,130,1
Martin Cooper,0.0,12.328039269657763,5.076587301587301,0.4046242774566474,0.0,1.7630057803468209,0.0,0.15028901734104047,173,4
Martin Kraemer,0.0,14.641025641025639,3.666666666666667,0.0,0.0,1.3076923076923077,0.0,0.0,13,1
Martin van den Bemt,0.0,2.5,1.7222222222222223,0.0,0.0,1.1111111111111112,0.0,0.0,18,8
Matt Sicker,0.0,11.590277777777777,5.7569444444444455,0.0,0.0,1.5,0.0,0.0,12,1
Matthew Hawthorne,0.0,25.777777777777775,7.409722222222221,0.0,0.0,1.9166666666666667,0.0,0.0,12,2
Matthew Jason Benson,0.0,9.535762231378882,3.986815048900412,0.7125506072874493,0.0,3.777327935222672,0.0,0.0,247,17
Matthew Langham,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1,1
Maurice (Mike) L. Kienenberger,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1,1
Maurizio Cucchiara,0.0,10.069601097808066,6.88984328928323,0.4973544973544973,0.0,3.3703703703703702,0.0,0.0,189,1
Max Pfingsthorn,0.0,7.767094017094017,4.371794871794871,0.8333333333333334,0.0,3.8333333333333335,0.0,0.0,6,1
Michael Becke,0.0,1.3333333333333333,7.333333333333333,0.0,0.0,1.0,0.0,0.0,3,2
Michael E. Rodriguez,0.0,36.76053995282323,1.4771190476190477,0.0,0.0,4.9,0.0,0.0,50,1
Michael Ernst,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
Michael Han,0.0,9.140357350595485,3.1899586961980275,0.44554455445544555,0.0,3.5742574257425743,0.0,0.0,101,1
Michael Melhem,0.0,4.291666666666667,1.2083333333333333,0.0,0.0,2.25,0.0,0.0,4,1
Michael Osipov,0.0,7.325793650793651,4.817857142857143,0.38095238095238093,0.0,2.2857142857142856,0.0,0.0,21,3
Michael Ray Gentry,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2,1
Michael Smith,0.0,18.72481777160708,6.056010644452158,0.6268656716417911,0.0,2.716417910447761,0.0,0.0,67,1
Michael Wechner,0.0,1.3333333333333333,1.0833333333333333,0.0,0.0,1.5,0.0,0.0,4,1
Michi Mutsuzaki,0.0,9.34247073061363,2.3584767763245265,0.22033898305084745,0.0,5.330508474576271,0.0,0.0,118,1
Milan Tomic,0.0,9.129894366197183,1.5625,0.0,0.0,10.325,0.0,0.0,40,1
Mladen Turk,0.0,9.6995798472361,4.074986527046185,0.017045454545454544,0.0,2.2556818181818183,0.0,0.022727272727272728,352,1
Mohammad Arshad,0.0,3.984126984126984,6.2063492063492065,0.0,0.0,3.6666666666666665,0.0,0.0,3,1
Morgan James Delagrange,0.0,14.692565970960262,4.85252973130045,0.12,0.0,2.9,0.0,0.0,250,2
Namit Jain,0.0,14.409976850676548,3.329348946489089,0.0,0.0,12.978142076502733,0.0,0.0,732,1
Navis Ryu,0.0,13.068814900138527,4.752022111238616,0.0,0.0,11.742424242424242,0.0,0.0,66,1
Neil Bartlett,0.0,20.982417582417586,2.0357142857142856,0.07692307692307693,0.0,6.153846153846154,0.0,0.0,13,1
Neil O'Toole,0.0,60.25,1.75,0.0,0.0,1.5,0.0,0.0,4,1
Niall Kegan Pemberton,0.0,9.051428017793704,3.031333029806168,0.11403508771929824,0.0,4.119883040935672,0.0,0.0,342,4
Niall Pemberton,0.0,10.498152570316735,3.3526302209392864,0.14818652849740932,0.0,3.300518134715026,0.0,0.029015544041450778,965,15
Nick Burch,0.0,11.153703703703703,4.287037037037037,0.0,0.0,1.7037037037037037,0.0,0.0,27,2
Nicola Ken Barozzi,0.0,21.95462519936204,4.338191632928474,0.15384615384615385,0.0,3.1794871794871793,0.0,0.0,39,2
Nicolas Socheleau,0.0,9.725723755411256,1.885362554112554,1.0625,0.0,5.6875,0.0,0.0,16,1
Nigel Daley,0.0,5.857142857142857,10.428571428571429,0.0,0.0,1.5714285714285714,0.0,0.0,7,1
Niklas Gustavsson,0.0,16.269209956709958,3.999458874458874,1.0909090909090908,0.0,6.818181818181818,0.0,0.0,11,2
Ning Zhang,0.0,14.18660717957156,3.843632481931095,0.0,0.0,11.786324786324787,0.0,0.0,117,1
Oleg Kalnichevski,0.0,12.763638301359103,4.266176003597971,1.3355844155844157,0.0,7.429350649350649,0.0,0.001038961038961039,3850,3
Oliver Heger,0.0,16.334815750607707,4.916976445530814,0.4494283201407212,0.0,3.3641160949868074,0.0,0.0,2274,4
Olivier Lamy,0.0,7.395308693695791,3.153134594795885,1.9444444444444444,0.0,4.674603174603175,0.0,0.0,126,20
Ortwin Glueck,0.0,10.639333333333331,4.148,0.0,0.0,2.48,0.0,0.0,25,2
Outerthought - Bruno Dumon,0.0,12.056596786952563,4.350499092207524,0.06726457399103139,0.0,2.497757847533632,0.0,0.0,446,1
Outerthought - Marc Portier,0.0,12.1540311799043,4.072146646660655,0.4854368932038835,0.0,3.2524271844660193,0.0,0.0,103,1
Outerthought - Steven Noels,0.0,8.759386973180076,3.474329501915709,0.0,0.0,2.0689655172413794,0.0,0.0,29,1
Owen O'Malley,0.0,16.14002486874827,5.437702250468208,0.0,0.0,15.957446808510639,0.0,0.1702127659574468,47,1
Owolabi Legunsen,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
Par Daniel Fagerstrohm,0.0,13.949397098925399,5.1243597650282755,0.8571428571428571,0.0,8.270676691729323,0.0,0.0,399,1
Par Niclas Hedhman,0.0,30.0,6.0,0.0,0.0,1.0,0.0,0.0,2,1
Pascal Schumacher,0.0,5.821666666666667,2.4327777777777775,0.05555555555555555,0.0,1.3111111111111111,0.0,0.0,90,16
Patrick D. Hunt,0.0,9.6877042608959,2.9148498098821687,1.00253807106599,0.0,9.355329949238579,0.0,0.0,394,1
Patrick H. Luby,0.0,21.0,16.0,0.0,0.0,1.0,0.0,0.0,4,1
Patrick Hunt,0.0,10.324019607843137,3.146886347131445,0.5370370370370371,0.0,4.425925925925926,0.0,0.0,54,1
Paul Libbrecht,0.0,9.767258333804202,3.203440945177306,0.17073170731707318,0.0,3.731707317073171,0.0,0.0,82,1
Paul Yang,0.0,18.036357806910438,3.986598065677013,0.0,0.0,9.72,0.0,0.0,25,1
Peter A Royal Jr,0.0,14.326804659016197,5.000869643177335,0.40384615384615385,0.0,3.6153846153846154,0.0,0.0,52,3
Peter Donald,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,2,2
Peter Kriens,0.0,9.333333333333334,5.777777777777778,0.0,0.0,1.2222222222222223,0.0,0.0,9,1
Peter Lynch,0.0,14.333333333333334,10.333333333333334,0.0,0.0,1.3333333333333333,0.0,0.0,3,1
Phil Steitz,0.0,9.346663805240446,3.3807256679519444,0.13381995133819952,0.0,2.197080291970803,0.0,0.0,411,11
Pier Fumagalli,0.0,24.346442427526014,2.5682165537228827,0.03333333333333333,0.0,58.06666666666667,0.0,0.0,30,1
Pierre De Rop,0.0,13.32657396022756,4.085147572475652,0.5049723756906077,0.0,4.318232044198895,0.0,0.0,905,1
Poetz Reinhard,0.0,8.206781953259268,5.3087452153415144,0.07431340872374798,0.0,8.453957996768983,0.0,0.0,1857,1
Prasad Chakka,0.0,7.491577038297571,1.7915107642674184,0.0,0.0,19.25,0.0,0.0,20,1
Prasad Suresh Mujumdar,0.0,13.896008403361346,2.309550743374273,0.0,0.0,5.461538461538462,0.0,0.0,13,1
Prasanth J,0.0,18.235104669887278,3.659017713365539,0.0,0.0,7.333333333333333,0.0,0.0,6,1
Raghotham Murthy,0.0,16.18743411592555,3.710218581496579,0.0,0.0,32.95454545454545,0.0,0.0,22,1
Rahul Akolkar,0.0,8.39038469201947,3.995866470362337,0.42857142857142855,0.0,3.251700680272109,0.0,0.0,294,18
Rakesh Radhakrishnan,0.0,11.252213064713064,3.233678266178266,0.5,0.0,3.78,0.0,0.0,50,1
Ralph Goers,0.0,9.793098813863518,3.9862337222233295,0.7637795275590551,0.0,9.885826771653543,0.0,0.023622047244094488,254,4
Raul Benito Garcia,0.0,9.654178503627532,5.471521501488284,0.26119402985074625,0.0,3.667910447761194,0.0,0.0,268,1
Raul Gutierrez S,0.0,14.5,7.0,0.0,0.0,2.0,0.0,0.0,1,1
Raul Gutierrez Segales,0.0,9.6,2.2,0.0,0.0,2.2,0.0,0.0,5,1
Raymond Augé,0.0,9.991933578665213,2.982338376266412,0.2413793103448276,0.0,5.758620689655173,0.0,0.0,29,1
Raúl Gutiérrez Segalés,0.0,11.404364301730823,2.1915133635764845,0.7931034482758621,0.0,4.810344827586207,0.0,0.0,58,1
Reinhard Poetz,0.0,4.805147058823529,4.786764705882353,0.0,0.0,1.5,0.0,0.0,34,1
Remus Rusanu,0.0,18.186928104575163,1.3111111111111111,0.0,0.0,8.333333333333334,0.0,0.0,3,1
Remy Maucherat,0.0,0.3333333333333333,7.666666666666667,0.0,0.0,2.3333333333333335,0.0,0.0,3,1
Ricardo Rocha,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
Richard S. Hall,0.0,11.758147186321965,5.90244943656598,0.29618033813400124,0.0,4.614276768941766,0.0,0.0,1597,1
Rob Tompkins,326345.1411732456,4.965277777777778,1.1892361111111114,0.0,1.5833333333333333,1.4166666666666667,0.0,0.0,48,20
Rob Walker,0.0,19.137037037037036,6.75,0.0,0.0,1.9333333333333333,0.0,0.0,15,1
Robert Burrell Donkin,0.0,18.208028027510164,3.8441618898338996,0.267741935483871,0.0,7.7612903225806456,0.0,0.0,310,14
Robert James Oxspring,0.0,16.651521289807704,3.068437237996602,0.27692307692307694,0.0,4.2,0.0,0.0,65,2
Robert Leland,0.0,13.337323108711914,4.150629504492534,0.5979381443298969,0.0,3.1237113402061856,0.0,0.0,97,1
Robert Scholte,0.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1
Rodney Waldhoff,0.0,18.93984766633178,5.955791863349239,0.9800995024875622,0.0,4.36318407960199,0.0,0.03980099502487562,201,4
Roger Lee Whitcomb,0.0,18.833333333333332,1.8333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,3,1
Roland Weber,0.0,12.688897595955934,4.5494958798602365,0.4822888283378747,0.0,4.645776566757493,0.0,0.0,367,2
Rolf Kulemann,0.0,3.6944444444444446,2.222222222222222,0.0,0.0,1.6666666666666667,0.0,0.0,12,1
Rory Winston,0.0,9.78809537860171,3.406651365512125,0.18670886075949367,0.0,3.7816455696202533,0.0,0.0,316,2
Rubin Simons,0.0,25.8,3.4,0.2,0.0,1.0,0.0,0.0,5,1
Sam Berlin,0.0,10.316867656153372,2.913342609771181,0.14285714285714285,0.0,5.071428571428571,0.0,0.0,14,2
Sam Ruby,0.0,15.0,6.333333333333333,0.0,0.0,1.0,0.0,0.0,6,2
Sandy McArthur Jr,0.0,3.9,6.85,0.0,0.0,1.6,0.0,0.0,5,2
Sanjeeb Kumar Sahoo,0.0,8.217391304347826,3.0434782608695654,0.0,0.0,1.0869565217391304,0.0,0.0,23,1
Scott Cantor,0.0,9.668475042797265,3.8465804651142954,0.0,0.0,9.857142857142858,0.0,0.0,140,1
Scott Sanders,0.0,15.180940355940356,5.929681738015071,0.037037037037037035,0.0,3.5185185185185186,0.0,0.0,54,3
Sean Joseph Mullan,0.0,10.27847089420234,4.230001623990167,0.11801242236024845,0.0,4.1397515527950315,0.0,0.0,322,1
Sean Mullan,0.0,4.532547313797314,2.3162011599511603,0.0,0.0,2.5384615384615383,0.0,0.0,26,1
Sean Sullivan,0.0,16.044444444444444,3.683333333333333,0.0,0.0,1.2666666666666666,0.0,0.0,30,2
Sebastian Bazley,0.0,6.841423324132889,3.361992372187938,0.09221902017291066,0.0,3.18222123697628,0.0,0.0031035247173575703,4511,22
Sebb,0.0,7.911111111111111,4.986111111111112,0.0,0.0,2.5833333333333335,0.0,0.0,12,2
Sergey Shelukhin,0.0,14.924402827621293,4.427873754913123,0.0,0.0,6.161290322580645,0.0,0.0,31,1
Siegfried Goeschl,0.0,11.298937221947604,3.9926978634591084,0.12802768166089964,0.0,1.740484429065744,0.0,0.0,289,2
Simon Kitching,0.0,14.401335979146983,3.778931953453484,0.09090909090909091,0.0,4.301435406698564,0.0,0.0,209,3
Simon Steiner,0.0,6.172369634793851,2.9416257593938084,0.13513513513513514,0.0,17.216216216216218,0.0,0.0,74,1
Simone Gianni,0.0,18.799180911680914,1.3191951566951565,0.3055555555555556,0.0,3.3055555555555554,0.0,0.0,36,1
Simone Tripodi,0.0,10.197361909645522,3.6116250423999907,0.12774655084312725,0.0,3.2682677567705674,0.0,0.0,1957,9
Siying Dong,0.0,16.395063732563735,2.8070975629308963,0.0,0.0,21.133333333333333,0.0,0.0,15,1
Stefan Bodewig,0.0,7.267857142857143,2.1785714285714284,0.0,0.0,1.4285714285714286,0.0,0.0,14,5
Stefan Seifert,0.0,6.221875,2.9729166666666664,0.0,0.0,2.375,0.0,0.0,32,1
Stefano Lenzi,0.0,10.516771823295175,4.219000588681834,0.017543859649122806,0.0,8.140350877192983,0.0,0.0,57,1
Stefeno Mazzocchi,0.0,7.377736626862392,5.6784764207410685,0.04081632653061224,0.0,4.142857142857143,0.0,0.0,196,2
Sten Roger Sandvik,0.0,7.938383838383838,2.379921665635951,0.19047619047619047,0.0,6.571428571428571,0.0,0.0,42,1
Stephan Michels,0.0,11.903199816699983,4.9516783561182764,0.11739130434782609,0.0,4.569565217391304,0.0,0.0,230,1
Stephane Frenot,0.0,16.007402037195334,3.93639953607527,0.0,0.0,14.16,0.0,0.0,75,1
Stephane Hillion,0.0,13.352944184384397,4.048926978870262,1.6818181818181819,0.0,9.196969696969697,0.0,0.0,396,1
Stephane Mor,0.0,10.166666666666666,2.3333333333333335,0.0,0.0,1.6666666666666667,0.0,0.0,3,1
Stephen Colebourne,0.0,14.45647400358681,5.510893632273625,0.7023041474654378,0.0,4.544700460829493,0.0,0.020276497695852536,1085,12
Steven M. Cohen,0.0,11.89387128496938,3.423735756010325,0.29292929292929293,0.0,6.393939393939394,0.0,0.0,99,1
Stian Soiland-Reyes,0.0,9.461179513127565,4.671036899608328,0.05194805194805195,0.0,2.103896103896104,0.0,0.0,77,7
Stuart McCulloch,0.0,10.719809792347876,4.38875769212599,0.1489795918367347,0.0,5.993877551020408,0.0,0.0,490,1
Sung-Gu Park,0.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,2,1
Sushanth Sowmyan,0.0,14.279815969298319,4.333842954820892,0.0,0.0,23.215686274509803,0.0,0.0,51,1
Sylvain Wallez,0.0,13.133560987288154,4.082820335043496,0.5815602836879432,0.0,5.73758865248227,0.0,0.0,282,1
Szehon Ho,0.0,6.458333333333333,0.5416666666666666,0.0,0.0,3.5,0.0,0.0,2,1
Ted Leung,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
Ted Nathan Husted,0.0,19.964285714285715,6.6000000000000005,0.0,0.0,2.2142857142857144,0.0,0.0,14,3
Thawan Kooburat,0.0,16.9860853432282,1.9970624613481758,2.0,0.0,8.0,0.0,0.0,7,1
Thejas Nair,0.0,14.84149106057531,3.846788786778943,0.0,0.0,16.574468085106382,0.0,0.0,188,1
Thierry Kormann,0.0,14.791901908331118,4.776027709374717,1.1142284569138277,0.0,5.112224448897796,0.0,0.0,499,1
Thomas E. DeWeese,0.0,13.501185162106973,5.115677035611369,0.9136690647482014,0.0,7.811151079136691,0.0,0.0,556,1
Thomas Neidhart,0.0,8.759734431280403,3.654827955497129,0.5752551020408163,0.0,5.169642857142857,0.0,0.0,784,8
Thomas White,0.0,24.0,0.09090909090909093,0.0,0.0,11.0,0.0,0.0,1,1
Thorsten Scherler,0.0,8.519509476031216,2.378483835005574,0.0,0.0,4.115384615384615,0.0,0.0,26,1
Tim O'Brien,0.0,11.266435185185184,4.451388888888889,0.0,0.0,1.6388888888888888,0.0,0.0,72,9
Timothy Bennett,0.0,19.779166666666665,4.4875,0.0,0.0,12.8,0.0,0.0,20,1
Timothy D. Larson,0.0,10.4942324925551,4.63251182283811,0.20833333333333334,0.0,5.739583333333333,0.0,0.0,96,1
Timothy Michael Moloney,0.0,32.92307692307692,0.0,0.0,0.0,13.0,0.0,0.0,1,1
Timothy O'Brien,0.0,10.482947752351949,3.872625970166961,0.011494252873563218,0.0,2.781609195402299,0.0,0.0,87,3
Tom Watson,0.0,27.35516381766382,8.157371794871795,0.5769230769230769,0.0,4.0,0.0,0.0,26,1
Torsten Curdt,0.0,9.537097583806291,4.011790244586216,0.21212121212121213,0.0,10.780303030303031,0.0,0.0,132,2
Trustin Lee,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
Trygve Laugstol,0.0,14.438596491228068,6.6345029239766085,1.8333333333333333,0.0,4.666666666666667,0.0,0.0,6,1
Ugo Cei,0.0,13.683742432116135,3.5452029439226673,0.03529411764705882,0.0,4.188235294117647,0.0,0.0,85,1
Unico Hommes,0.0,11.52149123708471,5.515123211770096,0.1661721068249258,0.0,1.9376854599406528,0.0,0.0,337,1
Upayavira,0.0,11.400441682301437,3.8831730769230766,0.3942307692307692,0.0,6.701923076923077,0.0,0.0,104,1
Vadim Gritsenko,0.0,12.128025154518262,8.44946997581306,0.10990990990990991,0.0,4.263063063063063,0.0,0.0,1110,2
Vaibhav Gumashta,0.0,10.533333333333333,5.933333333333334,0.0,0.0,2.3333333333333335,0.0,0.0,3,1
Valentin Valchev,0.0,9.695302588789982,3.1631046972013364,0.08095238095238096,0.0,2.442857142857143,0.0,0.0,210,1
Vikram Dixit K,0.0,13.019919671810154,4.067744793233711,0.0,0.0,15.538461538461538,0.0,0.0,13,1
Vincent Hardy,0.0,12.575448474973717,3.440620291488539,0.2608695652173913,0.0,10.952996474735604,0.0,0.0,851,1
Vincent Hennebert,0.0,6.502469135802469,4.383950617283951,0.2962962962962963,0.0,2.7777777777777777,0.0,0.0,27,1
Vincent Massol,0.0,8.4,8.8,0.0,0.0,1.2,0.0,0.0,5,2
Vishal Mahajan,0.0,9.153061224489795,4.071428571428571,0.0,0.0,1.5,0.0,0.0,14,1
Wendy Smoak,0.0,30.9,2.5,0.0,0.0,1.2,0.0,0.0,5,1
William Barker,0.0,9.592105263157896,2.482456140350877,0.0,0.0,1.368421052631579,0.0,0.0,38,1
Woonsan Ko,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1,1
Xander Uiterlinden,0.0,13.176954732510287,6.092592592592593,0.8518518518518519,0.0,2.5185185185185186,0.0,0.0,27,1
Xuefu Zhang,0.0,14.25480083855405,3.8842880401037334,0.0,0.0,9.209876543209877,0.0,0.0,81,1
Yin Huai,0.0,24.944444444444446,15.888888888888888,0.0,0.0,3.0,0.0,0.0,3,1
Yoav Shapira,0.0,10.050422705314011,3.7708333333333335,0.041666666666666664,0.0,4.458333333333333,0.0,0.0,24,10
Yongqiang He,0.0,14.200368786434565,4.288734691164251,0.0,0.0,14.430769230769231,0.0,0.0,130,1
Zheng Shao,0.0,11.636006096882154,3.1404987017040744,0.0,0.0,17.666666666666668,0.0,0.0,300,1
adammurdoch,0.0,14.627504968156607,4.9705321568364145,1.5043859649122806,0.0,5.526315789473684,0.0,0.0,228,1
arshad,0.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,1,1
asf-sync-process,0.0,22.80952380952381,3.1,0.0,0.0,4.666666666666667,0.0,0.0,3,3
benjamin reed,0.0,8.716363636363635,5.836363636363637,0.8,0.0,5.0,0.0,0.0,5,1
billh,0.0,20.798716445413838,7.645277291974681,0.30158730158730157,0.0,4.126984126984127,0.0,0.0,63,1
boz,0.0,10.442708333333334,2.130208333333333,0.0,0.0,2.625,0.0,0.0,8,1
ccheever,0.0,14.125,4.5,0.0,0.0,8.0,0.0,0.0,1,1
coheigea,0.0,1.6153846153846154,1.6153846153846154,0.0,0.0,39.0,0.0,0.0,1,1
cschneider,0.0,21.0,5.0,0.0,0.0,1.0,0.0,0.0,1,1
cziegeler,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1
dave,0.0,3.5,2.5,0.0,0.0,1.3333333333333333,0.0,0.0,3,1
dlaha,0.0,31.875,3.75,0.0,0.0,2.5,0.0,0.0,2,1
dweatherford,0.0,9.163461538461538,2.681623931623932,0.0,0.0,3.5833333333333335,0.0,0.0,12,1
ecki,0.0,19.026785714285715,6.071428571428571,0.25,0.0,7.75,0.0,0.0,4,1
eletuchy,0.0,10.75,2.75,0.0,0.0,1.25,0.0,0.0,4,1
fpj,0.0,7.0336041034316885,3.0193312434691744,2.6666666666666665,0.0,12.333333333333334,0.0,0.0,9,1
ggregory,0.0,10.066666666666666,3.7904761904761908,0.42857142857142855,0.0,10.428571428571429,0.0,0.0,7,5
henrib,0.0,11.795725108225106,4.420995670995671,0.5,0.0,4.125,0.0,0.0,8,1
henrib <>,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
hzhao,0.0,2.6666666666666665,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,3,1
iproctor,0.0,13.004058441558442,5.43786075036075,0.0,0.0,6.857142857142857,0.0,0.0,7,1
jsobel,0.0,41.2,0.4,0.0,0.0,5.0,0.0,0.0,1,1
lklots,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
markt,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
mvaradachari,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1,1
onders86,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1,1
pascalschumacher,0.0,5.990450470311582,3.5626189140078024,0.037037037037037035,0.0,3.1481481481481484,0.0,0.0,108,4
peter,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
peterm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
pfung,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1,1
pjack,0.0,14.387050653594772,6.591768790849673,5.676470588235294,0.0,5.0588235294117645,0.0,0.0,34,1
pkeyani,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
putnam,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
robert,0.0,4.375,3.25,0.0,0.0,1.25,0.0,0.0,4,1
yunfang,0.0,26.666666666666668,1.5,0.0,0.0,1.3333333333333333,0.0,0.0,3,1
